temple,date,day_of_week,is_weekend,month,is_monsoon,time_slot,festival_multiplier,days_to_nearest_festival,footfall
Somnath,2023-10-21,5,1,10,0,Afternoon 10-1,1.0,37,1468
Somnath,2023-10-21,5,1,10,0,Evening 4-7,1.0,37,1930
Somnath,2023-10-21,5,1,10,0,Night 8-11,1.0,37,746
Dwarka,2023-10-21,5,1,10,0,Morning 6-9,1.0,33,1210
Dwarka,2023-10-21,5,1,10,0,Afternoon 10-1,1.0,33,1870
Dwarka,2023-10-21,5,1,10,0,Evening 4-7,1.0,33,2100
Dwarka,2023-10-21,5,1,10,0,Night 8-11,1.0,33,896
Ambaji,2023-10-21,5,1,10,0,Morning 6-9,3.8,3,3490
Ambaji,2023-10-21,5,1,10,0,Afternoon 10-1,3.8,3,4686
Ambaji,2023-10-21,5,1,10,0,Evening 4-7,3.8,3,5653
Ambaji,2023-10-21,5,1,10,0,Night 8-11,3.8,3,2748
Pavagadh,2023-10-21,5,1,10,0,Morning 6-9,4.4,3,6092
Pavagadh,2023-10-21,5,1,10,0,Afternoon 10-1,4.4,3,9557
Pavagadh,2023-10-21,5,1,10,0,Evening 4-7,4.4,3,11797
Pavagadh,2023-10-21,5,1,10,0,Night 8-11,4.4,3,4379
Somnath,2023-10-22,6,1,10,0,Morning 6-9,1.0,36,986
Somnath,2023-10-22,6,1,10,0,Afternoon 10-1,1.0,36,1493
Somnath,2023-10-22,6,1,10,0,Evening 4-7,1.0,36,1844
Somnath,2023-10-22,6,1,10,0,Night 8-11,1.0,36,790
Dwarka,2023-10-22,6,1,10,0,Morning 6-9,1.0,32,1213
Dwarka,2023-10-22,6,1,10,0,Afternoon 10-1,1.0,32,1863
Dwarka,2023-10-22,6,1,10,0,Evening 4-7,1.0,32,2184
Dwarka,2023-10-22,6,1,10,0,Night 8-11,1.0,32,889
Ambaji,2023-10-22,6,1,10,0,Morning 6-9,3.8,2,3170
Ambaji,2023-10-22,6,1,10,0,Afternoon 10-1,3.8,2,4629
Ambaji,2023-10-22,6,1,10,0,Evening 4-7,3.8,2,6342
Ambaji,2023-10-22,6,1,10,0,Night 8-11,3.8,2,2402
Pavagadh,2023-10-22,6,1,10,0,Morning 6-9,4.4,2,6522
Pavagadh,2023-10-22,6,1,10,0,Afternoon 10-1,4.4,2,9387
Pavagadh,2023-10-22,6,1,10,0,Evening 4-7,4.4,2,11716
Pavagadh,2023-10-22,6,1,10,0,Night 8-11,4.4,2,5203
Somnath,2023-10-23,0,0,10,0,Morning 6-9,1.0,35,710
Somnath,2023-10-23,0,0,10,0,Afternoon 10-1,1.0,35,1088
Somnath,2023-10-23,0,0,10,0,Evening 4-7,1.0,35,1319
Somnath,2023-10-23,0,0,10,0,Night 8-11,1.0,35,549
Dwarka,2023-10-23,0,0,10,0,Morning 6-9,1.0,31,975
Dwarka,2023-10-23,0,0,10,0,Afternoon 10-1,1.0,31,1237
Dwarka,2023-10-23,0,0,10,0,Evening 4-7,1.0,31,1711
Dwarka,2023-10-23,0,0,10,0,Night 8-11,1.0,31,700
Ambaji,2023-10-23,0,0,10,0,Morning 6-9,3.8,1,2376
Ambaji,2023-10-23,0,0,10,0,Afternoon 10-1,3.8,1,3795
Ambaji,2023-10-23,0,0,10,0,Evening 4-7,3.8,1,4091
Ambaji,2023-10-23,0,0,10,0,Night 8-11,3.8,1,1814
Pavagadh,2023-10-23,0,0,10,0,Morning 6-9,4.4,1,4449
Pavagadh,2023-10-23,0,0,10,0,Afternoon 10-1,4.4,1,6988
Pavagadh,2023-10-23,0,0,10,0,Evening 4-7,4.4,1,8145
Pavagadh,2023-10-23,0,0,10,0,Night 8-11,4.4,1,3637
Somnath,2023-10-24,1,0,10,0,Morning 6-9,1.0,34,717
Somnath,2023-10-24,1,0,10,0,Afternoon 10-1,1.0,34,1042
Somnath,2023-10-24,1,0,10,0,Evening 4-7,1.0,34,1338
Somnath,2023-10-24,1,0,10,0,Night 8-11,1.0,34,547
Dwarka,2023-10-24,1,0,10,0,Morning 6-9,1.0,30,854
Dwarka,2023-10-24,1,0,10,0,Afternoon 10-1,1.0,30,1460
Dwarka,2023-10-24,1,0,10,0,Evening 4-7,1.0,30,1596
Dwarka,2023-10-24,1,0,10,0,Night 8-11,1.0,30,622
Ambaji,2023-10-24,1,0,10,0,Morning 6-9,3.8,0,2341
Ambaji,2023-10-24,1,0,10,0,Afternoon 10-1,3.8,0,3382
Ambaji,2023-10-24,1,0,10,0,Evening 4-7,3.8,0,4563
Ambaji,2023-10-24,1,0,10,0,Night 8-11,3.8,0,1876
Pavagadh,2023-10-24,1,0,10,0,Morning 6-9,4.4,0,4750
Pavagadh,2023-10-24,1,0,10,0,Afternoon 10-1,4.4,0,6773
Pavagadh,2023-10-24,1,0,10,0,Evening 4-7,4.4,0,8430
Pavagadh,2023-10-24,1,0,10,0,Night 8-11,4.4,0,3522
Somnath,2023-10-25,2,0,10,0,Morning 6-9,1.0,33,720
Somnath,2023-10-25,2,0,10,0,Afternoon 10-1,1.0,33,1098
Somnath,2023-10-25,2,0,10,0,Evening 4-7,1.0,33,1335
Somnath,2023-10-25,2,0,10,0,Night 8-11,1.0,33,564
Dwarka,2023-10-25,2,0,10,0,Morning 6-9,1.0,29,910
Dwarka,2023-10-25,2,0,10,0,Afternoon 10-1,1.0,29,1359
Dwarka,2023-10-25,2,0,10,0,Evening 4-7,1.0,29,1646
Dwarka,2023-10-25,2,0,10,0,Night 8-11,1.0,29,692
Ambaji,2023-10-25,2,0,10,0,Morning 6-9,2.0,-1,1336
Ambaji,2023-10-25,2,0,10,0,Afternoon 10-1,2.0,-1,1825
Ambaji,2023-10-25,2,0,10,0,Evening 4-7,2.0,-1,2245
Ambaji,2023-10-25,2,0,10,0,Night 8-11,2.0,-1,929
Pavagadh,2023-10-25,2,0,10,0,Morning 6-9,2.2,-1,2355
Pavagadh,2023-10-25,2,0,10,0,Afternoon 10-1,2.2,-1,3183
Pavagadh,2023-10-25,2,0,10,0,Evening 4-7,2.2,-1,4341
Pavagadh,2023-10-25,2,0,10,0,Night 8-11,2.2,-1,1780
Somnath,2023-10-26,3,0,10,0,Morning 6-9,1.0,32,755
Somnath,2023-10-26,3,0,10,0,Afternoon 10-1,1.0,32,1034
Somnath,2023-10-26,3,0,10,0,Evening 4-7,1.0,32,1307
Somnath,2023-10-26,3,0,10,0,Night 8-11,1.0,32,577
Dwarka,2023-10-26,3,0,10,0,Morning 6-9,1.0,28,942
Dwarka,2023-10-26,3,0,10,0,Afternoon 10-1,1.0,28,1277
Dwarka,2023-10-26,3,0,10,0,Evening 4-7,1.0,28,1639
Dwarka,2023-10-26,3,0,10,0,Night 8-11,1.0,28,691
Ambaji,2023-10-26,3,0,10,0,Morning 6-9,2.0,-2,1294
Ambaji,2023-10-26,3,0,10,0,Afternoon 10-1,2.0,-2,1855
Ambaji,2023-10-26,3,0,10,0,Evening 4-7,2.0,-2,2444
Ambaji,2023-10-26,3,0,10,0,Night 8-11,2.0,-2,901
Pavagadh,2023-10-26,3,0,10,0,Morning 6-9,2.2,-2,2298
Pavagadh,2023-10-26,3,0,10,0,Afternoon 10-1,2.2,-2,3499
Pavagadh,2023-10-26,3,0,10,0,Evening 4-7,2.2,-2,4340
Pavagadh,2023-10-26,3,0,10,0,Night 8-11,2.2,-2,1884
Somnath,2023-10-27,4,0,10,0,Morning 6-9,1.0,31,757
Somnath,2023-10-27,4,0,10,0,Afternoon 10-1,1.0,31,1050
Somnath,2023-10-27,4,0,10,0,Evening 4-7,1.0,31,1386
Somnath,2023-10-27,4,0,10,0,Night 8-11,1.0,31,537
Dwarka,2023-10-27,4,0,10,0,Morning 6-9,1.0,27,926
Dwarka,2023-10-27,4,0,10,0,Afternoon 10-1,1.0,27,1408
Dwarka,2023-10-27,4,0,10,0,Evening 4-7,1.0,27,1707
Dwarka,2023-10-27,4,0,10,0,Night 8-11,1.0,27,685
Ambaji,2023-10-27,4,0,10,0,Morning 6-9,1.0,-3,629
Ambaji,2023-10-27,4,0,10,0,Afternoon 10-1,1.0,-3,880
Ambaji,2023-10-27,4,0,10,0,Evening 4-7,1.0,-3,1177
Ambaji,2023-10-27,4,0,10,0,Night 8-11,1.0,-3,466
Pavagadh,2023-10-27,4,0,10,0,Morning 6-9,1.0,-3,1029
Pavagadh,2023-10-27,4,0,10,0,Afternoon 10-1,1.0,-3,1488
Pavagadh,2023-10-27,4,0,10,0,Evening 4-7,1.0,-3,1902
Pavagadh,2023-10-27,4,0,10,0,Night 8-11,1.0,-3,812
Somnath,2023-10-28,5,1,10,0,Morning 6-9,1.0,30,1008
Somnath,2023-10-28,5,1,10,0,Afternoon 10-1,1.0,30,1431
Somnath,2023-10-28,5,1,10,0,Evening 4-7,1.0,30,1896
Somnath,2023-10-28,5,1,10,0,Night 8-11,1.0,30,756
Dwarka,2023-10-28,5,1,10,0,Morning 6-9,1.0,26,1193
Dwarka,2023-10-28,5,1,10,0,Afternoon 10-1,1.0,26,1828
Dwarka,2023-10-28,5,1,10,0,Evening 4-7,1.0,26,2422
Dwarka,2023-10-28,5,1,10,0,Night 8-11,1.0,26,954
Ambaji,2023-10-28,5,1,10,0,Morning 6-9,1.0,-4,867
Ambaji,2023-10-28,5,1,10,0,Afternoon 10-1,1.0,-4,1215
Ambaji,2023-10-28,5,1,10,0,Evening 4-7,1.0,-4,1590
Ambaji,2023-10-28,5,1,10,0,Night 8-11,1.0,-4,679
Pavagadh,2023-10-28,5,1,10,0,Morning 6-9,1.0,-4,1444
Pavagadh,2023-10-28,5,1,10,0,Afternoon 10-1,1.0,-4,2013
Pavagadh,2023-10-28,5,1,10,0,Evening 4-7,1.0,-4,2583
Pavagadh,2023-10-28,5,1,10,0,Night 8-11,1.0,-4,1186
Somnath,2023-10-29,6,1,10,0,Morning 6-9,1.0,29,1054
Somnath,2023-10-29,6,1,10,0,Afternoon 10-1,1.0,29,1414
Somnath,2023-10-29,6,1,10,0,Evening 4-7,1.0,29,1867
Somnath,2023-10-29,6,1,10,0,Night 8-11,1.0,29,727
Dwarka,2023-10-29,6,1,10,0,Morning 6-9,1.0,25,1301
Dwarka,2023-10-29,6,1,10,0,Afternoon 10-1,1.0,25,1829
Dwarka,2023-10-29,6,1,10,0,Evening 4-7,1.0,25,2331
Dwarka,2023-10-29,6,1,10,0,Night 8-11,1.0,25,877
Ambaji,2023-10-29,6,1,10,0,Morning 6-9,1.0,-5,904
Ambaji,2023-10-29,6,1,10,0,Afternoon 10-1,1.0,-5,1293
Ambaji,2023-10-29,6,1,10,0,Evening 4-7,1.0,-5,1659
Ambaji,2023-10-29,6,1,10,0,Night 8-11,1.0,-5,697
Pavagadh,2023-10-29,6,1,10,0,Morning 6-9,1.9,-5,2793
Pavagadh,2023-10-29,6,1,10,0,Afternoon 10-1,1.9,-5,3998
Pavagadh,2023-10-29,6,1,10,0,Evening 4-7,1.9,-5,5239
Pavagadh,2023-10-29,6,1,10,0,Night 8-11,1.9,-5,2125
Somnath,2023-10-30,0,0,10,0,Morning 6-9,1.0,28,697
Somnath,2023-10-30,0,0,10,0,Afternoon 10-1,1.0,28,1023
Somnath,2023-10-30,0,0,10,0,Evening 4-7,1.0,28,1240
Somnath,2023-10-30,0,0,10,0,Night 8-11,1.0,28,541
Dwarka,2023-10-30,0,0,10,0,Morning 6-9,1.0,24,932
Dwarka,2023-10-30,0,0,10,0,Afternoon 10-1,1.0,24,1322
Dwarka,2023-10-30,0,0,10,0,Evening 4-7,1.0,24,1593
Dwarka,2023-10-30,0,0,10,0,Night 8-11,1.0,24,704
Ambaji,2023-10-30,0,0,10,0,Morning 6-9,1.0,-6,616
Ambaji,2023-10-30,0,0,10,0,Afternoon 10-1,1.0,-6,941
Ambaji,2023-10-30,0,0,10,0,Evening 4-7,1.0,-6,1154
Ambaji,2023-10-30,0,0,10,0,Night 8-11,1.0,-6,503
Pavagadh,2023-10-30,0,0,10,0,Morning 6-9,1.0,-6,995
Pavagadh,2023-10-30,0,0,10,0,Afternoon 10-1,1.0,-6,1509
Pavagadh,2023-10-30,0,0,10,0,Evening 4-7,1.0,-6,1811
Pavagadh,2023-10-30,0,0,10,0,Night 8-11,1.0,-6,804
Somnath,2023-10-31,1,0,10,0,Morning 6-9,1.0,27,758
Somnath,2023-10-31,1,0,10,0,Afternoon 10-1,1.0,27,1041
Somnath,2023-10-31,1,0,10,0,Evening 4-7,1.0,27,1291
Somnath,2023-10-31,1,0,10,0,Night 8-11,1.0,27,572
Dwarka,2023-10-31,1,0,10,0,Morning 6-9,1.0,23,931
Dwarka,2023-10-31,1,0,10,0,Afternoon 10-1,1.0,23,1308
Dwarka,2023-10-31,1,0,10,0,Evening 4-7,1.0,23,1672
Dwarka,2023-10-31,1,0,10,0,Night 8-11,1.0,23,653
Ambaji,2023-10-31,1,0,10,0,Morning 6-9,1.0,-7,673
Ambaji,2023-10-31,1,0,10,0,Afternoon 10-1,1.0,-7,1018
Ambaji,2023-10-31,1,0,10,0,Evening 4-7,1.0,-7,1187
Ambaji,2023-10-31,1,0,10,0,Night 8-11,1.0,-7,447
Pavagadh,2023-10-31,1,0,10,0,Morning 6-9,1.0,-7,1039
Pavagadh,2023-10-31,1,0,10,0,Afternoon 10-1,1.0,-7,1601
Pavagadh,2023-10-31,1,0,10,0,Evening 4-7,1.0,-7,1905
Pavagadh,2023-10-31,1,0,10,0,Night 8-11,1.0,-7,854
Somnath,2023-11-01,2,0,11,0,Morning 6-9,1.0,26,739
Somnath,2023-11-01,2,0,11,0,Afternoon 10-1,1.0,26,1032
Somnath,2023-11-01,2,0,11,0,Evening 4-7,1.0,26,1319
Somnath,2023-11-01,2,0,11,0,Night 8-11,1.0,26,533
Dwarka,2023-11-01,2,0,11,0,Morning 6-9,1.0,22,886
Dwarka,2023-11-01,2,0,11,0,Afternoon 10-1,1.0,22,1283
Dwarka,2023-11-01,2,0,11,0,Evening 4-7,1.0,22,1704
Dwarka,2023-11-01,2,0,11,0,Night 8-11,1.0,22,740
Ambaji,2023-11-01,2,0,11,0,Morning 6-9,1.0,-8,601
Ambaji,2023-11-01,2,0,11,0,Afternoon 10-1,1.0,-8,865
Ambaji,2023-11-01,2,0,11,0,Evening 4-7,1.0,-8,1151
Ambaji,2023-11-01,2,0,11,0,Night 8-11,1.0,-8,458
Pavagadh,2023-11-01,2,0,11,0,Morning 6-9,1.0,-8,1064
Pavagadh,2023-11-01,2,0,11,0,Afternoon 10-1,1.0,-8,1609
Pavagadh,2023-11-01,2,0,11,0,Evening 4-7,1.0,-8,2053
Pavagadh,2023-11-01,2,0,11,0,Night 8-11,1.0,-8,819
Somnath,2023-11-02,3,0,11,0,Morning 6-9,1.0,25,717
Somnath,2023-11-02,3,0,11,0,Afternoon 10-1,1.0,25,978
Somnath,2023-11-02,3,0,11,0,Evening 4-7,1.0,25,1319
Somnath,2023-11-02,3,0,11,0,Night 8-11,1.0,25,554
Dwarka,2023-11-02,3,0,11,0,Morning 6-9,1.0,21,915
Dwarka,2023-11-02,3,0,11,0,Afternoon 10-1,1.0,21,1275
Dwarka,2023-11-02,3,0,11,0,Evening 4-7,1.0,21,1599
Dwarka,2023-11-02,3,0,11,0,Night 8-11,1.0,21,642
Ambaji,2023-11-02,3,0,11,0,Morning 6-9,1.0,-9,579
Ambaji,2023-11-02,3,0,11,0,Afternoon 10-1,1.0,-9,896
Ambaji,2023-11-02,3,0,11,0,Evening 4-7,1.0,-9,1089
Ambaji,2023-11-02,3,0,11,0,Night 8-11,1.0,-9,494
Pavagadh,2023-11-02,3,0,11,0,Morning 6-9,1.0,-9,1040
Pavagadh,2023-11-02,3,0,11,0,Afternoon 10-1,1.0,-9,1529
Pavagadh,2023-11-02,3,0,11,0,Evening 4-7,1.0,-9,1861
Pavagadh,2023-11-02,3,0,11,0,Night 8-11,1.0,-9,707
Somnath,2023-11-03,4,0,11,0,Morning 6-9,1.0,24,766
Somnath,2023-11-03,4,0,11,0,Afternoon 10-1,1.0,24,1020
Somnath,2023-11-03,4,0,11,0,Evening 4-7,1.0,24,1296
Somnath,2023-11-03,4,0,11,0,Night 8-11,1.0,24,520
Dwarka,2023-11-03,4,0,11,0,Morning 6-9,1.0,20,927
Dwarka,2023-11-03,4,0,11,0,Afternoon 10-1,1.0,20,1320
Dwarka,2023-11-03,4,0,11,0,Evening 4-7,1.0,20,1574
Dwarka,2023-11-03,4,0,11,0,Night 8-11,1.0,20,672
Ambaji,2023-11-03,4,0,11,0,Morning 6-9,1.0,-10,680
Ambaji,2023-11-03,4,0,11,0,Afternoon 10-1,1.0,-10,935
Ambaji,2023-11-03,4,0,11,0,Evening 4-7,1.0,-10,1154
Ambaji,2023-11-03,4,0,11,0,Night 8-11,1.0,-10,469
Pavagadh,2023-11-03,4,0,11,0,Morning 6-9,1.0,-10,982
Pavagadh,2023-11-03,4,0,11,0,Afternoon 10-1,1.0,-10,1552
Pavagadh,2023-11-03,4,0,11,0,Evening 4-7,1.0,-10,1963
Pavagadh,2023-11-03,4,0,11,0,Night 8-11,1.0,-10,848
Somnath,2023-11-04,5,1,11,0,Morning 6-9,1.0,23,907
Somnath,2023-11-04,5,1,11,0,Afternoon 10-1,1.0,23,1400
Somnath,2023-11-04,5,1,11,0,Evening 4-7,1.0,23,1776
Somnath,2023-11-04,5,1,11,0,Night 8-11,1.0,23,762
Dwarka,2023-11-04,5,1,11,0,Morning 6-9,1.0,19,1225
Dwarka,2023-11-04,5,1,11,0,Afternoon 10-1,1.0,19,1802
Dwarka,2023-11-04,5,1,11,0,Evening 4-7,1.0,19,2283
Dwarka,2023-11-04,5,1,11,0,Night 8-11,1.0,19,908
Ambaji,2023-11-04,5,1,11,0,Morning 6-9,1.0,-11,913
Ambaji,2023-11-04,5,1,11,0,Afternoon 10-1,1.0,-11,1316
Ambaji,2023-11-04,5,1,11,0,Evening 4-7,1.0,-11,1584
Ambaji,2023-11-04,5,1,11,0,Night 8-11,1.0,-11,716
Pavagadh,2023-11-04,5,1,11,0,Morning 6-9,1.0,9,1558
Pavagadh,2023-11-04,5,1,11,0,Afternoon 10-1,1.0,9,2237
Pavagadh,2023-11-04,5,1,11,0,Evening 4-7,1.0,9,2351
Pavagadh,2023-11-04,5,1,11,0,Night 8-11,1.0,9,1192
Somnath,2023-11-05,6,1,11,0,Morning 6-9,1.0,22,1029
Somnath,2023-11-05,6,1,11,0,Afternoon 10-1,1.0,22,1584
Somnath,2023-11-05,6,1,11,0,Evening 4-7,1.0,22,1908
Somnath,2023-11-05,6,1,11,0,Night 8-11,1.0,22,811
Dwarka,2023-11-05,6,1,11,0,Morning 6-9,1.0,18,1275
Dwarka,2023-11-05,6,1,11,0,Afternoon 10-1,1.0,18,1909
Dwarka,2023-11-05,6,1,11,0,Evening 4-7,1.0,18,2425
Dwarka,2023-11-05,6,1,11,0,Night 8-11,1.0,18,950
Ambaji,2023-11-05,6,1,11,0,Morning 6-9,1.0,-12,824
Ambaji,2023-11-05,6,1,11,0,Afternoon 10-1,1.0,-12,1278
Ambaji,2023-11-05,6,1,11,0,Evening 4-7,1.0,-12,1629
Ambaji,2023-11-05,6,1,11,0,Night 8-11,1.0,-12,675
Pavagadh,2023-11-05,6,1,11,0,Morning 6-9,1.9,8,2647
Pavagadh,2023-11-05,6,1,11,0,Afternoon 10-1,1.9,8,3830
Pavagadh,2023-11-05,6,1,11,0,Evening 4-7,1.9,8,4930
Pavagadh,2023-11-05,6,1,11,0,Night 8-11,1.9,8,2199
Somnath,2023-11-06,0,0,11,0,Morning 6-9,1.0,21,768
Somnath,2023-11-06,0,0,11,0,Afternoon 10-1,1.0,21,1101
Somnath,2023-11-06,0,0,11,0,Evening 4-7,1.0,21,1373
Somnath,2023-11-06,0,0,11,0,Night 8-11,1.0,21,551
Dwarka,2023-11-06,0,0,11,0,Morning 6-9,1.0,17,830
Dwarka,2023-11-06,0,0,11,0,Afternoon 10-1,1.0,17,1289
Dwarka,2023-11-06,0,0,11,0,Evening 4-7,1.0,17,1611
Dwarka,2023-11-06,0,0,11,0,Night 8-11,1.0,17,669
Ambaji,2023-11-06,0,0,11,0,Morning 6-9,1.0,-13,639
Ambaji,2023-11-06,0,0,11,0,Afternoon 10-1,1.0,-13,954
Ambaji,2023-11-06,0,0,11,0,Evening 4-7,1.0,-13,1202
Ambaji,2023-11-06,0,0,11,0,Night 8-11,1.0,-13,482
Pavagadh,2023-11-06,0,0,11,0,Morning 6-9,1.0,7,982
Pavagadh,2023-11-06,0,0,11,0,Afternoon 10-1,1.0,7,1532
Pavagadh,2023-11-06,0,0,11,0,Evening 4-7,1.0,7,1941
Pavagadh,2023-11-06,0,0,11,0,Night 8-11,1.0,7,852
Somnath,2023-11-07,1,0,11,0,Morning 6-9,1.0,20,706
Somnath,2023-11-07,1,0,11,0,Afternoon 10-1,1.0,20,1084
Somnath,2023-11-07,1,0,11,0,Evening 4-7,1.0,20,1333
Somnath,2023-11-07,1,0,11,0,Night 8-11,1.0,20,553
Dwarka,2023-11-07,1,0,11,0,Morning 6-9,1.0,16,926
Dwarka,2023-11-07,1,0,11,0,Afternoon 10-1,1.0,16,1278
Dwarka,2023-11-07,1,0,11,0,Evening 4-7,1.0,16,1590
Dwarka,2023-11-07,1,0,11,0,Night 8-11,1.0,16,682
Ambaji,2023-11-07,1,0,11,0,Morning 6-9,1.0,-14,621
Ambaji,2023-11-07,1,0,11,0,Afternoon 10-1,1.0,-14,957
Ambaji,2023-11-07,1,0,11,0,Evening 4-7,1.0,-14,1129
Ambaji,2023-11-07,1,0,11,0,Night 8-11,1.0,-14,492
Pavagadh,2023-11-07,1,0,11,0,Morning 6-9,1.0,6,1058
Pavagadh,2023-11-07,1,0,11,0,Afternoon 10-1,1.0,6,1576
Pavagadh,2023-11-07,1,0,11,0,Evening 4-7,1.0,6,1902
Pavagadh,2023-11-07,1,0,11,0,Night 8-11,1.0,6,801
Somnath,2023-11-08,2,0,11,0,Morning 6-9,1.0,19,725
Somnath,2023-11-08,2,0,11,0,Afternoon 10-1,1.0,19,1071
Somnath,2023-11-08,2,0,11,0,Evening 4-7,1.0,19,1317
Somnath,2023-11-08,2,0,11,0,Night 8-11,1.0,19,590
Dwarka,2023-11-08,2,0,11,0,Morning 6-9,1.0,15,857
Dwarka,2023-11-08,2,0,11,0,Afternoon 10-1,1.0,15,1309
Dwarka,2023-11-08,2,0,11,0,Evening 4-7,1.0,15,1525
Dwarka,2023-11-08,2,0,11,0,Night 8-11,1.0,15,693
Ambaji,2023-11-08,2,0,11,0,Morning 6-9,1.0,-15,609
Ambaji,2023-11-08,2,0,11,0,Afternoon 10-1,1.0,-15,927
Ambaji,2023-11-08,2,0,11,0,Evening 4-7,1.0,-15,1145
Ambaji,2023-11-08,2,0,11,0,Night 8-11,1.0,-15,493
Pavagadh,2023-11-08,2,0,11,0,Morning 6-9,1.0,5,1039
Pavagadh,2023-11-08,2,0,11,0,Afternoon 10-1,1.0,5,1525
Pavagadh,2023-11-08,2,0,11,0,Evening 4-7,1.0,5,2049
Pavagadh,2023-11-08,2,0,11,0,Night 8-11,1.0,5,822
Somnath,2023-11-09,3,0,11,0,Morning 6-9,1.0,18,706
Somnath,2023-11-09,3,0,11,0,Afternoon 10-1,1.0,18,1052
Somnath,2023-11-09,3,0,11,0,Evening 4-7,1.0,18,1404
Somnath,2023-11-09,3,0,11,0,Night 8-11,1.0,18,547
Dwarka,2023-11-09,3,0,11,0,Morning 6-9,1.0,14,868
Dwarka,2023-11-09,3,0,11,0,Afternoon 10-1,1.0,14,1277
Dwarka,2023-11-09,3,0,11,0,Evening 4-7,1.0,14,1592
Dwarka,2023-11-09,3,0,11,0,Night 8-11,1.0,14,666
Ambaji,2023-11-09,3,0,11,0,Morning 6-9,1.0,-16,605
Ambaji,2023-11-09,3,0,11,0,Afternoon 10-1,1.0,-16,895
Ambaji,2023-11-09,3,0,11,0,Evening 4-7,1.0,-16,1124
Ambaji,2023-11-09,3,0,11,0,Night 8-11,1.0,-16,499
Pavagadh,2023-11-09,3,0,11,0,Morning 6-9,1.0,4,1046
Pavagadh,2023-11-09,3,0,11,0,Afternoon 10-1,1.0,4,1550
Pavagadh,2023-11-09,3,0,11,0,Evening 4-7,1.0,4,2036
Pavagadh,2023-11-09,3,0,11,0,Night 8-11,1.0,4,855
Somnath,2023-11-10,4,0,11,0,Morning 6-9,1.0,17,714
Somnath,2023-11-10,4,0,11,0,Afternoon 10-1,1.0,17,1036
Somnath,2023-11-10,4,0,11,0,Evening 4-7,1.0,17,1272
Somnath,2023-11-10,4,0,11,0,Night 8-11,1.0,17,568
Dwarka,2023-11-10,4,0,11,0,Morning 6-9,1.0,13,885
Dwarka,2023-11-10,4,0,11,0,Afternoon 10-1,1.0,13,1292
Dwarka,2023-11-10,4,0,11,0,Evening 4-7,1.0,13,1575
Dwarka,2023-11-10,4,0,11,0,Night 8-11,1.0,13,661
Ambaji,2023-11-10,4,0,11,0,Morning 6-9,1.0,-17,646
Ambaji,2023-11-10,4,0,11,0,Afternoon 10-1,1.0,-17,888
Ambaji,2023-11-10,4,0,11,0,Evening 4-7,1.0,-17,1209
Ambaji,2023-11-10,4,0,11,0,Night 8-11,1.0,-17,477
Pavagadh,2023-11-10,4,0,11,0,Morning 6-9,1.0,3,1056
Pavagadh,2023-11-10,4,0,11,0,Afternoon 10-1,1.0,3,1479
Pavagadh,2023-11-10,4,0,11,0,Evening 4-7,1.0,3,1937
Pavagadh,2023-11-10,4,0,11,0,Night 8-11,1.0,3,802
Somnath,2023-11-11,5,1,11,0,Morning 6-9,1.0,16,995
Somnath,2023-11-11,5,1,11,0,Afternoon 10-1,1.0,16,1553
Somnath,2023-11-11,5,1,11,0,Evening 4-7,1.0,16,1831
Somnath,2023-11-11,5,1,11,0,Night 8-11,1.0,16,738
Dwarka,2023-11-11,5,1,11,0,Morning 6-9,1.0,12,1197
Dwarka,2023-11-11,5,1,11,0,Afternoon 10-1,1.0,12,1854
Dwarka,2023-11-11,5,1,11,0,Evening 4-7,1.0,12,2363
Dwarka,2023-11-11,5,1,11,0,Night 8-11,1.0,12,952
Ambaji,2023-11-11,5,1,11,0,Morning 6-9,1.0,-18,904
Ambaji,2023-11-11,5,1,11,0,Afternoon 10-1,1.0,-18,1325
Ambaji,2023-11-11,5,1,11,0,Evening 4-7,1.0,-18,1695
Ambaji,2023-11-11,5,1,11,0,Night 8-11,1.0,-18,620
Pavagadh,2023-11-11,5,1,11,0,Morning 6-9,2.2,2,3312
Pavagadh,2023-11-11,5,1,11,0,Afternoon 10-1,2.2,2,4930
Pavagadh,2023-11-11,5,1,11,0,Evening 4-7,2.2,2,5567
Pavagadh,2023-11-11,5,1,11,0,Night 8-11,2.2,2,2379
Somnath,2023-11-12,6,1,11,0,Morning 6-9,1.0,15,963
Somnath,2023-11-12,6,1,11,0,Afternoon 10-1,1.0,15,1424
Somnath,2023-11-12,6,1,11,0,Evening 4-7,1.0,15,1783
Somnath,2023-11-12,6,1,11,0,Night 8-11,1.0,15,770
Dwarka,2023-11-12,6,1,11,0,Morning 6-9,1.0,11,1274
Dwarka,2023-11-12,6,1,11,0,Afternoon 10-1,1.0,11,1890
Dwarka,2023-11-12,6,1,11,0,Evening 4-7,1.0,11,2171
Dwarka,2023-11-12,6,1,11,0,Night 8-11,1.0,11,910
Ambaji,2023-11-12,6,1,11,0,Morning 6-9,1.0,-19,926
Ambaji,2023-11-12,6,1,11,0,Afternoon 10-1,1.0,-19,1327
Ambaji,2023-11-12,6,1,11,0,Evening 4-7,1.0,-19,1610
Ambaji,2023-11-12,6,1,11,0,Night 8-11,1.0,-19,685
Pavagadh,2023-11-12,6,1,11,0,Morning 6-9,1.9,1,2783
Pavagadh,2023-11-12,6,1,11,0,Afternoon 10-1,1.9,1,4183
