date,temple,footfall
2024-03-13,Dwarka,3063
2024-03-13,Ambaji,2095
2024-03-13,Pavagadh,2244
2024-03-14,Somnath,5119
2024-03-14,Dwarka,3007
2024-03-14,Ambaji,2134
2024-03-14,Pavagadh,1881
2024-03-15,Somnath,4955
2024-03-15,Dwarka,3122
2024-03-15,Ambaji,2330
2024-03-15,Pavagadh,1880
2024-03-16,Somnath,7040
2024-03-16,Dwarka,4480
2024-03-16,Ambaji,3920
2024-03-16,Pavagadh,2548
2024-03-17,Somnath,6659
2024-03-17,Dwarka,4636
2024-03-17,Ambaji,3584
2024-03-17,Pavagadh,2445
2024-03-18,Somnath,4677
2024-03-18,Dwarka,3000
2024-03-18,Ambaji,2395
2024-03-18,Pavagadh,1560
2024-03-19,Somnath,5369
2024-03-19,Dwarka,3301
2024-03-19,Ambaji,2839
2024-03-19,Pavagadh,2108
2024-03-20,Somnath,4982
2024-03-20,Dwarka,2995
2024-03-20,Ambaji,2777
2024-03-20,Pavagadh,1980
2024-03-21,Somnath,4716
2024-03-21,Dwarka,2967
2024-03-21,Ambaji,2064
2024-03-21,Pavagadh,1703
2024-03-22,Somnath,4070
2024-03-22,Dwarka,2570
2024-03-22,Ambaji,2441
2024-03-22,Pavagadh,1497
2024-03-23,Somnath,6501
2024-03-23,Dwarka,3820
2024-03-23,Ambaji,3174
2024-03-23,Pavagadh,2719
2024-03-24,Somnath,6649
2024-03-24,Dwarka,4021
2024-03-24,Ambaji,3111
2024-03-24,Pavagadh,2777
2024-03-25,Somnath,4714
2024-03-25,Dwarka,2749
2024-03-25,Ambaji,2323
2024-03-25,Pavagadh,1883
2024-03-26,Somnath,4625
2024-03-26,Dwarka,2963
2024-03-26,Ambaji,2502
2024-03-26,Pavagadh,1800
2024-03-27,Somnath,4561
2024-03-27,Dwarka,2731
2024-03-27,Ambaji,1976
2024-03-27,Pavagadh,1749
2024-03-28,Somnath,4213
2024-03-28,Dwarka,2198
2024-03-28,Ambaji,2195
2024-03-28,Pavagadh,1459
2024-03-29,Somnath,4981
2024-03-29,Dwarka,2944
2024-03-29,Ambaji,2486
2024-03-29,Pavagadh,2179
2024-03-30,Somnath,6667
2024-03-30,Dwarka,3984
2024-03-30,Ambaji,3215
2024-03-30,Pavagadh,2738
2024-03-31,Somnath,7013
2024-03-31,Dwarka,4566
2024-03-31,Ambaji,3318
2024-03-31,Pavagadh,2448
2024-04-01,Somnath,4638
2024-04-01,Dwarka,2906
2024-04-01,Ambaji,2383
2024-04-01,Pavagadh,1717
2024-04-02,Somnath,4693
2024-04-02,Dwarka,2808
2024-04-02,Ambaji,2146
2024-04-02,Pavagadh,1713
2024-04-03,Somnath,4450
2024-04-03,Dwarka,3127
2024-04-03,Ambaji,2118
2024-04-03,Pavagadh,1684
2024-04-04,Somnath,4379
2024-04-04,Dwarka,2875
2024-04-04,Ambaji,2475
2024-04-04,Pavagadh,1585
2024-04-05,Somnath,5265
2024-04-05,Dwarka,3106
2024-04-05,Ambaji,2600
2024-04-05,Pavagadh,2016
2024-04-06,Somnath,6427
2024-04-06,Dwarka,3969
2024-04-06,Ambaji,3437
2024-04-06,Pavagadh,2682
2024-04-07,Somnath,6650
2024-04-07,Dwarka,4666
2024-04-07,Ambaji,3207
2024-04-07,Pavagadh,2539
2024-04-08,Somnath,4522
2024-04-08,Dwarka,2972
2024-04-08,Ambaji,2977
2024-04-08,Pavagadh,1727
2024-04-09,Somnath,4836
2024-04-09,Dwarka,3142
2024-04-09,Ambaji,2257
2024-04-09,Pavagadh,1793
2024-04-10,Somnath,5341
2024-04-10,Dwarka,3154
2024-04-10,Ambaji,2759
2024-04-10,Pavagadh,1894
2024-04-11,Somnath,5370
2024-04-11,Dwarka,3170
2024-04-11,Ambaji,2502
2024-04-11,Pavagadh,1521
2024-04-12,Somnath,5269
2024-04-12,Dwarka,3545
2024-04-12,Ambaji,2762
2024-04-12,Pavagadh,2097
2024-04-13,Somnath,6182
2024-04-13,Dwarka,3546
2024-04-13,Ambaji,3036
2024-04-13,Pavagadh,2294
2024-04-14,Somnath,6470
2024-04-14,Dwarka,3880
2024-04-14,Ambaji,3143
2024-04-14,Pavagadh,2321
2024-04-15,Somnath,4549
2024-04-15,Dwarka,3020
2024-04-15,Ambaji,2385
2024-04-15,Pavagadh,1620
2024-04-16,Somnath,4078
2024-04-16,Dwarka,2815
2024-04-16,Ambaji,2595
2024-04-16,Pavagadh,1661
2024-04-17,Somnath,4812
2024-04-17,Dwarka,2717
2024-04-17,Ambaji,2595
2024-04-17,Pavagadh,1775
2024-04-18,Somnath,3896
2024-04-18,Dwarka,2265
2024-04-18,Ambaji,1682
2024-04-18,Pavagadh,1506
2024-04-19,Somnath,4806
2024-04-19,Dwarka,3093
2024-04-19,Ambaji,2364
2024-04-19,Pavagadh,1659
2024-04-20,Somnath,6768
2024-04-20,Dwarka,3987
2024-04-20,Ambaji,3251
2024-04-20,Pavagadh,2551
2024-04-21,Somnath,6970
2024-04-21,Dwarka,4428
2024-04-21,Ambaji,3746
2024-04-21,Pavagadh,2405
2024-04-22,Somnath,5045
2024-04-22,Dwarka,3244
2024-04-22,Ambaji,3032
2024-04-22,Pavagadh,2243
2024-04-23,Somnath,5948
2024-04-23,Dwarka,3566
2024-04-23,Ambaji,3087
2024-04-23,Pavagadh,2135
2024-04-24,Somnath,4653
2024-04-24,Dwarka,3191
2024-04-24,Ambaji,2300
2024-04-24,Pavagadh,1762
2024-04-25,Somnath,4707
2024-04-25,Dwarka,3341
2024-04-25,Ambaji,2406
2024-04-25,Pavagadh,1679
2024-04-26,Somnath,4500
2024-04-26,Dwarka,3225
2024-04-26,Ambaji,2150
2024-04-26,Pavagadh,1483
2024-04-27,Somnath,7312
2024-04-27,Dwarka,4783
2024-04-27,Ambaji,3452
2024-04-27,Pavagadh,2645
2024-04-28,Somnath,7128
2024-04-28,Dwarka,3924
2024-04-28,Ambaji,3175
2024-04-28,Pavagadh,2684
2024-04-29,Somnath,4363
2024-04-29,Dwarka,2708
2024-04-29,Ambaji,2329
2024-04-29,Pavagadh,1557
2024-04-30,Somnath,4704
2024-04-30,Dwarka,3058
2024-04-30,Ambaji,2392
2024-04-30,Pavagadh,1870
2024-05-01,Somnath,4695
2024-05-01,Dwarka,2927
2024-05-01,Ambaji,2302
2024-05-01,Pavagadh,1796
2024-05-02,Somnath,5270
2024-05-02,Dwarka,3252
2024-05-02,Ambaji,2300
2024-05-02,Pavagadh,1972
2024-05-03,Somnath,4586
2024-05-03,Dwarka,2476
2024-05-03,Ambaji,2090
2024-05-03,Pavagadh,1623
2024-05-04,Somnath,6001
2024-05-04,Dwarka,3632
2024-05-04,Ambaji,2603
2024-05-04,Pavagadh,2219
2024-05-05,Somnath,6015
2024-05-05,Dwarka,3629
2024-05-05,Ambaji,3115
2024-05-05,Pavagadh,2403
2024-05-06,Somnath,5509
2024-05-06,Dwarka,3077
2024-05-06,Ambaji,2912
2024-05-06,Pavagadh,1859
2024-05-07,Somnath,4727
2024-05-07,Dwarka,3050
2024-05-07,Ambaji,2269
2024-05-07,Pavagadh,2123
2024-05-08,Somnath,5312
2024-05-08,Dwarka,3227
2024-05-08,Ambaji,2501
2024-05-08,Pavagadh,1840
2024-05-09,Somnath,5104
2024-05-09,Dwarka,3196
2024-05-09,Ambaji,2892
2024-05-09,Pavagadh,2001
2024-05-10,Somnath,4940
2024-05-10,Dwarka,2936
2024-05-10,Ambaji,2396
2024-05-10,Pavagadh,1455
2024-05-11,Somnath,6355
2024-05-11,Dwarka,3731
2024-05-11,Ambaji,3256
2024-05-11,Pavagadh,2411
2024-05-12,Somnath,7556
2024-05-12,Dwarka,4925
2024-05-12,Ambaji,3781
2024-05-12,Pavagadh,2782
2024-05-13,Somnath,5392
2024-05-13,Dwarka,3318
2024-05-13,Ambaji,2580
2024-05-13,Pavagadh,1850
2024-05-14,Somnath,3761
2024-05-14,Dwarka,2190
2024-05-14,Ambaji,1992
2024-05-14,Pavagadh,1072
2024-05-15,Somnath,5048
2024-05-15,Dwarka,2905
2024-05-15,Ambaji,2511
2024-05-15,Pavagadh,2010
2024-05-16,Somnath,4794
2024-05-16,Dwarka,2923
2024-05-16,Ambaji,2592
2024-05-16,Pavagadh,2037
2024-05-17,Somnath,5112
2024-05-17,Dwarka,3189
2024-05-17,Ambaji,2766
2024-05-17,Pavagadh,1847
2024-05-18,Somnath,5538
2024-05-18,Dwarka,3438
2024-05-18,Ambaji,2639
2024-05-18,Pavagadh,1962
2024-05-19,Somnath,7496
2024-05-19,Dwarka,4469
2024-05-19,Ambaji,3426
2024-05-19,Pavagadh,2569
2024-05-20,Somnath,3888
2024-05-20,Dwarka,2449
2024-05-20,Ambaji,1784
2024-05-20,Pavagadh,1408
2024-05-21,Somnath,4462
2024-05-21,Dwarka,3001
2024-05-21,Ambaji,2369
2024-05-21,Pavagadh,1904
2024-05-22,Somnath,5532
2024-05-22,Dwarka,3334
2024-05-22,Ambaji,2851
2024-05-22,Pavagadh,2004
2024-05-23,Somnath,5190
2024-05-23,Dwarka,3291
2024-05-23,Ambaji,2550
2024-05-23,Pavagadh,1711
2024-05-24,Somnath,4642
2024-05-24,Dwarka,2744
2024-05-24,Ambaji,2111
2024-05-24,Pavagadh,1574
2024-05-25,Somnath,6396
2024-05-25,Dwarka,4077
2024-05-25,Ambaji,3539
2024-05-25,Pavagadh,2524
2024-05-26,Somnath,7418
2024-05-26,Dwarka,4810
2024-05-26,Ambaji,3864
2024-05-26,Pavagadh,3110
2024-05-27,Somnath,5054
2024-05-27,Dwarka,2948
2024-05-27,Ambaji,2599
2024-05-27,Pavagadh,1944
2024-05-28,Somnath,4795
2024-05-28,Dwarka,2480
2024-05-28,Ambaji,2512
2024-05-28,Pavagadh,2129
2024-05-29,Somnath,5134
2024-05-29,Dwarka,3185
2024-05-29,Ambaji,2674
2024-05-29,Pavagadh,1921
2024-05-30,Somnath,4483
2024-05-30,Dwarka,2705
2024-05-30,Ambaji,2737
2024-05-30,Pavagadh,1774
2024-05-31,Somnath,4671
2024-05-31,Dwarka,3006
2024-05-31,Ambaji,2540
2024-05-31,Pavagadh,1961
2024-06-01,Somnath,6724
2024-06-01,Dwarka,4009
2024-06-01,Ambaji,3575
2024-06-01,Pavagadh,2405
2024-06-02,Somnath,6879
2024-06-02,Dwarka,3948
2024-06-02,Ambaji,3012
2024-06-02,Pavagadh,2425
2024-06-03,Somnath,4795
2024-06-03,Dwarka,3044
2024-06-03,Ambaji,2297
2024-06-03,Pavagadh,1840
2024-06-04,Somnath,4208
2024-06-04,Dwarka,2841
2024-06-04,Ambaji,2121
2024-06-04,Pavagadh,1242
2024-06-05,Somnath,5824
2024-06-05,Dwarka,3760
2024-06-05,Ambaji,2589
2024-06-05,Pavagadh,2148
2024-06-06,Somnath,4584
2024-06-06,Dwarka,3054
2024-06-06,Ambaji,2240
2024-06-06,Pavagadh,2049
2024-06-07,Somnath,4565
2024-06-07,Dwarka,2908
2024-06-07,Ambaji,2152
2024-06-07,Pavagadh,1613
2024-06-08,Somnath,6862
2024-06-08,Dwarka,4286
2024-06-08,Ambaji,3166
2024-06-08,Pavagadh,2618
2024-06-09,Somnath,6470
2024-06-09,Dwarka,4044
2024-06-09,Ambaji,3105
2024-06-09,Pavagadh,2207
2024-06-10,Somnath,4666
2024-06-10,Dwarka,2569
2024-06-10,Ambaji,2140
2024-06-10,Pavagadh,1557
2024-06-11,Somnath,5178
2024-06-11,Dwarka,3314
2024-06-11,Ambaji,1732
2024-06-11,Pavagadh,1484
2024-06-12,Somnath,4831
2024-06-12,Dwarka,2540
2024-06-12,Ambaji,2755
2024-06-12,Pavagadh,1801
2024-06-13,Somnath,5073
2024-06-13,Dwarka,3282
2024-06-13,Ambaji,2582
2024-06-13,Pavagadh,1801
2024-06-14,Somnath,4716
2024-06-14,Dwarka,3225
2024-06-14,Ambaji,2335
2024-06-14,Pavagadh,1862
2024-06-15,Somnath,7104
2024-06-15,Dwarka,4356
2024-06-15,Ambaji,3394
2024-06-15,Pavagadh,2763
2024-06-16,Somnath,6835
2024-06-16,Dwarka,4521
2024-06-16,Ambaji,3133
2024-06-16,Pavagadh,2486
2024-06-17,Somnath,5906
2024-06-17,Dwarka,4106
2024-06-17,Ambaji,3112
2024-06-17,Pavagadh,2251
2024-06-18,Somnath,4974
2024-06-18,Dwarka,3110
2024-06-18,Ambaji,2541
2024-06-18,Pavagadh,1570
2024-06-19,Somnath,4262
2024-06-19,Dwarka,3047
2024-06-19,Ambaji,2428
2024-06-19,Pavagadh,1705
2024-06-20,Somnath,4376
2024-06-20,Dwarka,3059
2024-06-20,Ambaji,2420
2024-06-20,Pavagadh,1391
2024-06-21,Somnath,4404
2024-06-21,Dwarka,2854
2024-06-21,Ambaji,2314
2024-06-21,Pavagadh,1616
2024-06-22,Somnath,7233
2024-06-22,Dwarka,4178
2024-06-22,Ambaji,3390
2024-06-22,Pavagadh,3172
2024-06-23,Somnath,6812
2024-06-23,Dwarka,4576
2024-06-23,Ambaji,3608
2024-06-23,Pavagadh,2510
2024-06-24,Somnath,5794
2024-06-24,Dwarka,3561
2024-06-24,Ambaji,3002
2024-06-24,Pavagadh,1860
2024-06-25,Somnath,5105
2024-06-25,Dwarka,2814
2024-06-25,Ambaji,2335
2024-06-25,Pavagadh,1660
2024-06-26,Somnath,4788
2024-06-26,Dwarka,2753
2024-06-26,Ambaji,2458
2024-06-26,Pavagadh,1904
2024-06-27,Somnath,4032
2024-06-27,Dwarka,2566
2024-06-27,Ambaji,1879
2024-06-27,Pavagadh,1554
2024-06-28,Somnath,4498
2024-06-28,Dwarka,2626
2024-06-28,Ambaji,2490
2024-06-28,Pavagadh,1707
2024-06-29,Somnath,7116
2024-06-29,Dwarka,4420
2024-06-29,Ambaji,3638
2024-06-29,Pavagadh,2350
2024-06-30,Somnath,7503
2024-06-30,Dwarka,4517
2024-06-30,Ambaji,3654
2024-06-30,Pavagadh,2399
2024-07-01,Somnath,3239
2024-07-01,Dwarka,2088
2024-07-01,Ambaji,1346
2024-07-01,Pavagadh,912
2024-07-02,Somnath,3213
2024-07-02,Dwarka,1895
2024-07-02,Ambaji,1653
2024-07-02,Pavagadh,1014
2024-07-03,Somnath,2920
2024-07-03,Dwarka,1793
2024-07-03,Ambaji,1487
2024-07-03,Pavagadh,952
2024-07-04,Somnath,2921
2024-07-04,Dwarka,1551
2024-07-04,Ambaji,1473
2024-07-04,Pavagadh,771
2024-07-05,Somnath,3377
2024-07-05,Dwarka,1991
2024-07-05,Ambaji,1477
2024-07-05,Pavagadh,1398
2024-07-06,Somnath,4547
2024-07-06,Dwarka,2947
2024-07-06,Ambaji,2230
2024-07-06,Pavagadh,1867
2024-07-07,Somnath,4225
2024-07-07,Dwarka,2397
2024-07-07,Ambaji,2535
2024-07-07,Pavagadh,1771
2024-07-08,Somnath,3091
2024-07-08,Dwarka,1937
2024-07-08,Ambaji,1404
2024-07-08,Pavagadh,1204
2024-07-09,Somnath,3291
2024-07-09,Dwarka,2084
2024-07-09,Ambaji,1751
2024-07-09,Pavagadh,1242
2024-07-10,Somnath,3224
2024-07-10,Dwarka,1856
2024-07-10,Ambaji,1510
2024-07-10,Pavagadh,1044
2024-07-11,Somnath,3052
2024-07-11,Dwarka,1875
2024-07-11,Ambaji,1732
2024-07-11,Pavagadh,1150
2024-07-12,Somnath,3589
2024-07-12,Dwarka,1699
2024-07-12,Ambaji,1630
2024-07-12,Pavagadh,1291
2024-07-13,Somnath,4113
2024-07-13,Dwarka,2820
2024-07-13,Ambaji,2073
2024-07-13,Pavagadh,1393
2024-07-14,Somnath,3758
2024-07-14,Dwarka,2335
2024-07-14,Ambaji,1858
2024-07-14,Pavagadh,1575
2024-07-15,Somnath,3070
2024-07-15,Dwarka,1579
2024-07-15,Ambaji,1747
2024-07-15,Pavagadh,1110
2024-07-16,Somnath,2631
2024-07-16,Dwarka,1593
2024-07-16,Ambaji,1573
2024-07-16,Pavagadh,1048
2024-07-17,Somnath,2640
2024-07-17,Dwarka,1783
2024-07-17,Ambaji,1867
2024-07-17,Pavagadh,1127
2024-07-18,Somnath,3152
2024-07-18,Dwarka,2045
2024-07-18,Ambaji,1715
2024-07-18,Pavagadh,1150
2024-07-19,Somnath,3225
2024-07-19,Dwarka,2027
2024-07-19,Ambaji,1849
2024-07-19,Pavagadh,1258
2024-07-20,Somnath,3852
2024-07-20,Dwarka,2702
2024-07-20,Ambaji,2204
2024-07-20,Pavagadh,1627
2024-07-21,Somnath,4435
2024-07-21,Dwarka,2546
2024-07-21,Ambaji,2119
2024-07-21,Pavagadh,1567
2024-07-22,Somnath,2387
2024-07-22,Dwarka,1640
2024-07-22,Ambaji,1012
2024-07-22,Pavagadh,1147
2024-07-23,Somnath,2928
2024-07-23,Dwarka,2135
2024-07-23,Ambaji,1515
2024-07-23,Pavagadh,910
2024-07-24,Somnath,2428
2024-07-24,Dwarka,1609
2024-07-24,Ambaji,810
2024-07-24,Pavagadh,1130
2024-07-25,Somnath,2661
2024-07-25,Dwarka,1741
2024-07-25,Ambaji,1311
2024-07-25,Pavagadh,1110
2024-07-26,Somnath,3317
2024-07-26,Dwarka,1745
2024-07-26,Ambaji,1640
2024-07-26,Pavagadh,947
2024-07-27,Somnath,3476
2024-07-27,Dwarka,2328
2024-07-27,Ambaji,1680
2024-07-27,Pavagadh,1254
2024-07-28,Somnath,3886
2024-07-28,Dwarka,2619
2024-07-28,Ambaji,1821
2024-07-28,Pavagadh,1429
2024-07-29,Somnath,2878
2024-07-29,Dwarka,1651
2024-07-29,Ambaji,1179
2024-07-29,Pavagadh,942
2024-07-30,Somnath,3190
2024-07-30,Dwarka,2015
2024-07-30,Ambaji,1630
2024-07-30,Pavagadh,1211
2024-07-31,Somnath,2804
2024-07-31,Dwarka,2018
2024-07-31,Ambaji,1583
2024-07-31,Pavagadh,772
2024-08-01,Somnath,2830
2024-08-01,Dwarka,1797
2024-08-01,Ambaji,1334
2024-08-01,Pavagadh,686
2024-08-02,Somnath,2549
2024-08-02,Dwarka,1672
2024-08-02,Ambaji,1076
2024-08-02,Pavagadh,1370
2024-08-03,Somnath,3196
2024-08-03,Dwarka,2146
2024-08-03,Ambaji,1882
2024-08-03,Pavagadh,1060
2024-08-04,Somnath,4624
2024-08-04,Dwarka,2530
2024-08-04,Ambaji,2034
2024-08-04,Pavagadh,1507
2024-08-05,Somnath,2776
2024-08-05,Dwarka,1821
2024-08-05,Ambaji,1413
2024-08-05,Pavagadh,1057
2024-08-06,Somnath,2692
2024-08-06,Dwarka,1781
2024-08-06,Ambaji,1527
2024-08-06,Pavagadh,1142
2024-08-07,Somnath,2818
2024-08-07,Dwarka,1741
2024-08-07,Ambaji,1264
2024-08-07,Pavagadh,1122
2024-08-08,Somnath,2321
2024-08-08,Dwarka,1690
2024-08-08,Ambaji,1568
2024-08-08,Pavagadh,868
2024-08-09,Somnath,2646
2024-08-09,Dwarka,2255
2024-08-09,Ambaji,1782
2024-08-09,Pavagadh,1044
2024-08-10,Somnath,8911
2024-08-10,Dwarka,5607
2024-08-10,Ambaji,4428
2024-08-10,Pavagadh,3369
2024-08-11,Somnath,9366
2024-08-11,Dwarka,5947
2024-08-11,Ambaji,4661
2024-08-11,Pavagadh,3546
2024-08-12,Somnath,8379
2024-08-12,Dwarka,5426
2024-08-12,Ambaji,4418
2024-08-12,Pavagadh,3158
2024-08-13,Somnath,7079
2024-08-13,Dwarka,4654
2024-08-13,Ambaji,3740
2024-08-13,Pavagadh,2774
2024-08-14,Somnath,7236
2024-08-14,Dwarka,4187
2024-08-14,Ambaji,3223
2024-08-14,Pavagadh,2648
2024-08-15,Somnath,6957
2024-08-15,Dwarka,4054
2024-08-15,Ambaji,3212
2024-08-15,Pavagadh,2147
2024-08-16,Somnath,7209
2024-08-16,Dwarka,4586
2024-08-16,Ambaji,3658
2024-08-16,Pavagadh,2811
2024-08-17,Somnath,9949
2024-08-17,Dwarka,6121
2024-08-17,Ambaji,5113
2024-08-17,Pavagadh,3595
2024-08-18,Somnath,11295
2024-08-18,Dwarka,7258
2024-08-18,Ambaji,5851
2024-08-18,Pavagadh,4266
2024-08-19,Somnath,6629
2024-08-19,Dwarka,4468
2024-08-19,Ambaji,3462
2024-08-19,Pavagadh,2191
2024-08-20,Somnath,7354
2024-08-20,Dwarka,4527
2024-08-20,Ambaji,3825
2024-08-20,Pavagadh,2551
2024-08-21,Somnath,2771
2024-08-21,Dwarka,1636
2024-08-21,Ambaji,1622
2024-08-21,Pavagadh,1093
2024-08-22,Somnath,2873
2024-08-22,Dwarka,1683
2024-08-22,Ambaji,1506
2024-08-22,Pavagadh,876
2024-08-23,Somnath,2292
2024-08-23,Dwarka,1521
2024-08-23,Ambaji,950
2024-08-23,Pavagadh,540
2024-08-24,Somnath,4087
2024-08-24,Dwarka,2845
2024-08-24,Ambaji,2266
2024-08-24,Pavagadh,1541
2024-08-25,Somnath,3674
2024-08-25,Dwarka,1991
2024-08-25,Ambaji,1828
2024-08-25,Pavagadh,1133
2024-08-26,Somnath,3116
2024-08-26,Dwarka,1695
2024-08-26,Ambaji,1360
2024-08-26,Pavagadh,962
2024-08-27,Somnath,2733
2024-08-27,Dwarka,2149
2024-08-27,Ambaji,1548
2024-08-27,Pavagadh,1153
2024-08-28,Somnath,2932
2024-08-28,Dwarka,1507
2024-08-28,Ambaji,1480
2024-08-28,Pavagadh,1031
2024-08-29,Somnath,3104
2024-08-29,Dwarka,1984
2024-08-29,Ambaji,1603
2024-08-29,Pavagadh,1198
2024-08-30,Somnath,2818
2024-08-30,Dwarka,1785
2024-08-30,Ambaji,1921
2024-08-30,Pavagadh,830
2024-08-31,Somnath,3999
2024-08-31,Dwarka,2493
2024-08-31,Ambaji,1739
2024-08-31,Pavagadh,1367
2024-09-01,Somnath,5024
2024-09-01,Dwarka,2933
2024-09-01,Ambaji,2297
2024-09-01,Pavagadh,1679
2024-09-02,Somnath,2869
2024-09-02,Dwarka,1746
2024-09-02,Ambaji,1348
2024-09-02,Pavagadh,1183
2024-09-03,Somnath,2877
2024-09-03,Dwarka,2048
2024-09-03,Ambaji,1279
2024-09-03,Pavagadh,960
2024-09-04,Somnath,3069
2024-09-04,Dwarka,1952
2024-09-04,Ambaji,1523
2024-09-04,Pavagadh,1068
2024-09-05,Somnath,2778
2024-09-05,Dwarka,1524
2024-09-05,Ambaji,1179
2024-09-05,Pavagadh,1087
2024-09-06,Somnath,2834
2024-09-06,Dwarka,1421
2024-09-06,Ambaji,1716
2024-09-06,Pavagadh,1226
2024-09-07,Somnath,3774
2024-09-07,Dwarka,2558
2024-09-07,Ambaji,1973
2024-09-07,Pavagadh,1494
2024-09-08,Somnath,4023
2024-09-08,Dwarka,2908
2024-09-08,Ambaji,2731
2024-09-08,Pavagadh,1632
2024-09-09,Somnath,2095
2024-09-09,Dwarka,1482
2024-09-09,Ambaji,1060
2024-09-09,Pavagadh,849
2024-09-10,Somnath,3499
2024-09-10,Dwarka,2199
2024-09-10,Ambaji,1752
2024-09-10,Pavagadh,1305
2024-09-11,Somnath,2277
2024-09-11,Dwarka,1282
2024-09-11,Ambaji,1320
2024-09-11,Pavagadh,585
2024-09-12,Somnath,2921
2024-09-12,Dwarka,1562
2024-09-12,Ambaji,1331
2024-09-12,Pavagadh,742
2024-09-13,Somnath,3222
2024-09-13,Dwarka,2385
2024-09-13,Ambaji,2071
2024-09-13,Pavagadh,1281
2024-09-14,Somnath,4186
2024-09-14,Dwarka,2878
2024-09-14,Ambaji,2301
2024-09-14,Pavagadh,1637
2024-09-15,Somnath,4050
2024-09-15,Dwarka,2429
2024-09-15,Ambaji,2079
2024-09-15,Pavagadh,1535
2024-09-16,Somnath,3286
2024-09-16,Dwarka,1782
2024-09-16,Ambaji,1714
2024-09-16,Pavagadh,1456
2024-09-17,Somnath,2846
2024-09-17,Dwarka,1765
2024-09-17,Ambaji,913
2024-09-17,Pavagadh,819
2024-09-18,Somnath,3075
2024-09-18,Dwarka,1847
2024-09-18,Ambaji,1274
2024-09-18,Pavagadh,898
2024-09-19,Somnath,2947
2024-09-19,Dwarka,1657
2024-09-19,Ambaji,1014
2024-09-19,Pavagadh,1051
2024-09-20,Somnath,2975
2024-09-20,Dwarka,1906
2024-09-20,Ambaji,1321
2024-09-20,Pavagadh,985
2024-09-21,Somnath,4020
2024-09-21,Dwarka,2736
2024-09-21,Ambaji,1800
2024-09-21,Pavagadh,1393
2024-09-22,Somnath,4097
2024-09-22,Dwarka,2908
2024-09-22,Ambaji,2278
2024-09-22,Pavagadh,1637
2024-09-23,Somnath,3084
2024-09-23,Dwarka,1831
2024-09-23,Ambaji,1345
2024-09-23,Pavagadh,872
2024-09-24,Somnath,3390
2024-09-24,Dwarka,1649
2024-09-24,Ambaji,1405
2024-09-24,Pavagadh,1072
2024-09-25,Somnath,2490
2024-09-25,Dwarka,1498
2024-09-25,Ambaji,1150
2024-09-25,Pavagadh,825
2024-09-26,Somnath,3172
2024-09-26,Dwarka,1781
2024-09-26,Ambaji,1707
2024-09-26,Pavagadh,1396
2024-09-27,Somnath,2395
2024-09-27,Dwarka,1944
2024-09-27,Ambaji,1292
2024-09-27,Pavagadh,1020
2024-09-28,Somnath,4024
2024-09-28,Dwarka,2623
2024-09-28,Ambaji,1560
2024-09-28,Pavagadh,1308
2024-09-29,Somnath,3934
2024-09-29,Dwarka,2806
2024-09-29,Ambaji,2422
2024-09-29,Pavagadh,1516
2024-09-30,Somnath,2777
2024-09-30,Dwarka,1568
2024-09-30,Ambaji,1301
2024-09-30,Pavagadh,1765
2024-10-01,Somnath,4162
2024-10-01,Dwarka,2400
2024-10-01,Ambaji,2430
2024-10-01,Pavagadh,1560
2024-10-02,Somnath,5097
2024-10-02,Dwarka,2768
2024-10-02,Ambaji,2097
2024-10-02,Pavagadh,2076
2024-10-03,Somnath,4187
2024-10-03,Dwarka,2810
2024-10-03,Ambaji,2405
2024-10-03,Pavagadh,938
2024-10-04,Somnath,4151
2024-10-04,Dwarka,2380
2024-10-04,Ambaji,2005
2024-10-04,Pavagadh,1406
2024-10-05,Somnath,6264
2024-10-05,Dwarka,3804
2024-10-05,Ambaji,3067
2024-10-05,Pavagadh,2181
2024-10-06,Somnath,6804
2024-10-06,Dwarka,4230
2024-10-06,Ambaji,3147
2024-10-06,Pavagadh,2444
2024-10-07,Somnath,4915
2024-10-07,Dwarka,3011
2024-10-07,Ambaji,2471
2024-10-07,Pavagadh,2023
2024-10-08,Somnath,4784
2024-10-08,Dwarka,2908
2024-10-08,Ambaji,2326
2024-10-08,Pavagadh,1701
2024-10-09,Somnath,5324
2024-10-09,Dwarka,3414
2024-10-09,Ambaji,2508
2024-10-09,Pavagadh,2130
2024-10-10,Somnath,4715
2024-10-10,Dwarka,3026
2024-10-10,Ambaji,2355
2024-10-10,Pavagadh,1789
2024-10-11,Somnath,5285
2024-10-11,Dwarka,2958
2024-10-11,Ambaji,2711
2024-10-11,Pavagadh,1904
2024-10-12,Somnath,7024
2024-10-12,Dwarka,4467
2024-10-12,Ambaji,3518
2024-10-12,Pavagadh,2683
2024-10-13,Somnath,6191
2024-10-13,Dwarka,3678
2024-10-13,Ambaji,3070
2024-10-13,Pavagadh,2376
2024-10-14,Somnath,4159
2024-10-14,Dwarka,2773
2024-10-14,Ambaji,2166
2024-10-14,Pavagadh,1314
2024-10-15,Somnath,4187
2024-10-15,Dwarka,2522
2024-10-15,Ambaji,2140
2024-10-15,Pavagadh,1584
2024-10-16,Somnath,5630
2024-10-16,Dwarka,3503
2024-10-16,Ambaji,3167
2024-10-16,Pavagadh,2242
2024-10-17,Somnath,4940
2024-10-17,Dwarka,3110
2024-10-17,Ambaji,2853
2024-10-17,Pavagadh,1882
2024-10-18,Somnath,4739
